length,diameter,height,wholeweight,shuckedweight,visceraweight,shellweight,class,F,I,M
0.61,0.48,0.175,1.0675,0.391,0.216,0.42,15,True,False,False
0.655,0.515,0.145,1.25,0.5265,0.283,0.315,15,False,True,False
0.455,0.365,0.095,0.514,0.2245,0.101,0.15,15,False,False,True
0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15,False,False,True
0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15,True,False,False
0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15,False,True,False
0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15,True,False,False
0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15,True,False,False
0.59,0.475,0.145,1.053,0.4415,0.262,0.325,15,False,False,True
0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15,True,False,False
0.56,0.45,0.16,0.922,0.432,0.178,0.26,15,False,False,True
0.59,0.46,0.155,0.906,0.327,0.1485,0.335,15,False,False,True
0.64,0.54,0.175,1.221,0.51,0.259,0.39,15,True,False,False
0.55,0.435,0.145,0.843,0.328,0.1915,0.255,15,False,False,True
0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15,True,False,False
0.635,0.505,0.17,1.415,0.605,0.297,0.365,15,True,False,False
0.64,0.565,0.23,1.521,0.644,0.372,0.406,15,False,False,True
0.65,0.52,0.195,1.676,0.693,0.44,0.47,15,False,False,True
0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15,False,False,True
0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15,False,True,False
0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15,False,False,True
0.525,0.4,0.14,0.654,0.305,0.16,0.169,7,False,True,False
0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,7,True,False,False
0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7,False,True,False
0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,7,False,True,False
0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,7,False,True,False
0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7,False,True,False
0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7,False,True,False
0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,7,False,True,False
0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,7,False,True,False
0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,7,False,True,False
0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7,False,True,False
0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7,False,True,False
0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7,False,True,False
0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,7,False,True,False
0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,7,False,True,False
0.415,0.335,0.1,0.358,0.169,0.067,0.105,7,False,True,False
0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7,False,True,False
0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7,False,True,False
0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7,False,True,False
0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,7,True,False,False
0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7,False,True,False
0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7,False,False,True
0.465,0.37,0.115,0.534,0.261,0.098,0.143,7,False,True,False
0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,7,False,True,False
0.445,0.345,0.12,0.4035,0.169,0.0825,0.13,7,False,True,False
0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7,False,True,False
0.72,0.525,0.18,1.445,0.631,0.3215,0.435,7,True,False,False
0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185,7,True,False,False
0.32,0.24,0.085,0.17,0.0655,0.047,0.049,7,False,False,True
0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,7,False,True,False
0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,7,False,False,True
0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7,False,True,False
0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7,False,True,False
0.505,0.4,0.125,0.583,0.246,0.13,0.175,7,True,False,False
0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7,False,True,False
0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7,False,True,False
0.415,0.325,0.1,0.385,0.167,0.08,0.125,7,False,True,False
0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7,False,True,False
0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7,False,True,False
0.495,0.33,0.1,0.44,0.177,0.095,0.15,7,False,True,False
0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,7,False,True,False
0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7,False,True,False
0.48,0.335,0.125,0.524,0.246,0.1095,0.145,7,False,True,False
0.39,0.29,0.125,0.3055,0.121,0.082,0.09,7,True,False,False
0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7,False,True,False
0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7,False,False,True
0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7,True,False,False
0.435,0.325,0.1,0.366,0.174,0.0725,0.109,7,False,True,False
0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,7,False,False,True
0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,7,False,True,False
0.39,0.285,0.1,0.281,0.1275,0.062,0.077,7,False,True,False
0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,7,False,True,False
0.35,0.26,0.095,0.211,0.086,0.056,0.068,7,False,True,False
0.37,0.28,0.09,0.218,0.0995,0.0545,0.0615,7,False,True,False
0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,7,False,True,False
0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,7,False,True,False
0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7,False,True,False
0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7,False,True,False
0.5,0.375,0.125,0.5695,0.259,0.124,0.157,7,False,True,False
0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,7,False,True,False
0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965,7,False,True,False
0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7,False,True,False
0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7,False,True,False
0.465,0.37,0.11,0.445,0.1635,0.096,0.166,7,False,True,False
0.395,0.31,0.095,0.313,0.131,0.072,0.093,7,False,True,False
0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7,False,True,False
0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7,False,True,False
0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,7,False,True,False
0.565,0.415,0.125,0.667,0.302,0.1545,0.185,7,False,False,True
0.365,0.28,0.09,0.196,0.0865,0.036,0.0605,7,False,True,False
0.525,0.38,0.125,0.65,0.303,0.155,0.159,7,False,False,True
0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,7,False,False,True
0.38,0.3,0.1,0.286,0.1305,0.056,0.09,7,False,True,False
0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7,False,False,True
0.545,0.42,0.12,0.7865,0.403,0.185,0.17,7,False,False,True
0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7,False,False,True
0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,7,False,True,False
0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7,False,True,False
0.44,0.325,0.09,0.35,0.148,0.067,0.105,7,False,True,False
0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7,False,True,False
0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,7,False,True,False
0.48,0.35,0.1,0.519,0.2365,0.1275,0.126,7,False,True,False
0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,7,False,True,False
0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7,False,True,False
0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,7,False,True,False
0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,7,False,False,True
0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7,False,False,True
0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,7,False,True,False
0.435,0.325,0.12,0.346,0.159,0.084,0.095,7,False,True,False
0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175,7,False,True,False
0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,7,False,True,False
0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7,True,False,False
0.575,0.45,0.155,0.948,0.429,0.206,0.259,7,False,False,True
0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7,False,True,False
0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7,False,True,False
0.35,0.265,0.09,0.197,0.073,0.0365,0.077,7,False,False,True
0.39,0.295,0.095,0.203,0.0875,0.045,0.075,7,False,True,False
0.325,0.26,0.09,0.1915,0.085,0.036,0.062,7,True,False,False
0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7,False,True,False
0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,7,False,True,False
0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,7,False,True,False
0.58,0.435,0.15,0.839,0.3485,0.207,0.192,7,True,False,False
0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7,False,True,False
0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7,False,True,False
0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7,False,True,False
0.43,0.325,0.09,0.425,0.217,0.087,0.095,7,False,True,False
0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7,False,True,False
0.39,0.29,0.1,0.2845,0.1255,0.0635,0.081,7,False,True,False
0.47,0.37,0.13,0.5225,0.201,0.133,0.165,7,False,False,True
0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7,False,True,False
0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7,False,False,True
0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7,False,True,False
0.525,0.41,0.115,0.7745,0.416,0.163,0.18,7,True,False,False
0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7,True,False,False
0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7,False,True,False
0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7,False,True,False
0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7,False,True,False
0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7,False,True,False
0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7,False,True,False
0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,7,False,False,True
0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7,False,True,False
0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,7,False,True,False
0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,7,False,True,False
0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7,False,True,False
0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7,False,False,True
0.375,0.3,0.075,0.144,0.059,0.03,0.044,7,False,True,False
0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7,False,True,False
0.495,0.4,0.135,0.61,0.272,0.1435,0.144,7,False,False,True
0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7,False,True,False
0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7,False,True,False
0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7,False,True,False
0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7,False,False,True
0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,7,False,True,False
0.495,0.38,0.12,0.512,0.233,0.1205,0.136,7,False,True,False
0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,7,False,True,False
0.48,0.365,0.12,0.6015,0.312,0.117,0.14,7,False,False,True
0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,7,False,True,False
0.505,0.4,0.135,0.723,0.377,0.149,0.178,7,False,False,True
0.435,0.335,0.095,0.298,0.109,0.058,0.115,7,False,True,False
0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7,False,True,False
0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,7,False,False,True
0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7,True,False,False
0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7,False,True,False
0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7,False,False,True
0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7,False,True,False
0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,7,False,True,False
0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,7,True,False,False
0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7,False,False,True
0.355,0.255,0.08,0.187,0.078,0.0505,0.058,7,False,True,False
0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7,False,True,False
0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7,False,False,True
0.425,0.325,0.11,0.3335,0.173,0.045,0.1,7,False,True,False
0.435,0.345,0.115,0.418,0.222,0.0735,0.106,7,False,True,False
0.485,0.385,0.13,0.568,0.2505,0.178,0.154,7,False,True,False
0.44,0.34,0.1,0.379,0.1725,0.0815,0.101,7,False,True,False
0.535,0.405,0.14,0.818,0.402,0.1715,0.189,7,False,False,True
0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,7,False,True,False
0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7,False,True,False
0.445,0.325,0.1,0.378,0.1795,0.1,0.089,7,False,True,False
0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7,False,True,False
0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,7,False,True,False
0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,7,False,False,True
0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7,False,True,False
0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7,True,False,False
0.51,0.395,0.13,0.6025,0.281,0.143,0.162,7,False,True,False
0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,7,False,True,False
0.335,0.25,0.075,0.1825,0.0705,0.044,0.055,7,False,True,False
0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7,False,True,False
0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,7,False,False,True
0.575,0.46,0.145,0.9945,0.466,0.229,0.265,7,True,False,False
0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7,False,True,False
0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,7,False,True,False
0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,7,False,True,False
0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7,False,True,False
0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7,False,True,False
0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,7,False,True,False
0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7,True,False,False
0.37,0.275,0.1,0.22,0.094,0.045,0.065,7,False,True,False
0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7,False,True,False
0.32,0.235,0.09,0.183,0.098,0.0335,0.042,7,False,True,False
0.395,0.29,0.095,0.3,0.158,0.068,0.078,7,False,True,False
0.41,0.31,0.09,0.339,0.155,0.0695,0.09,7,False,True,False
0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7,False,True,False
0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7,True,False,False
0.365,0.295,0.08,0.2555,0.097,0.043,0.1,7,False,False,True
0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7,False,True,False
0.435,0.345,0.12,0.4475,0.221,0.112,0.125,7,False,True,False
0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,7,False,True,False
0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7,False,True,False
0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7,False,True,False
0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,7,True,False,False
0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7,False,True,False
0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7,False,True,False
0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7,True,False,False
0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7,False,False,True
0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9,False,False,True
0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9,True,False,False
0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9,False,False,True
0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9,False,True,False
0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9,False,False,True
0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9,False,True,False
0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9,True,False,False
0.46,0.36,0.14,0.447,0.161,0.087,0.16,9,False,True,False
0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,9,True,False,False
0.5,0.375,0.14,0.559,0.2375,0.135,0.169,9,False,True,False
0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9,False,False,True
0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,9,False,True,False
0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9,False,True,False
0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9,False,False,True
0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9,False,False,True
0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9,False,True,False
0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,9,False,False,True
0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9,True,False,False
0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9,False,True,False
0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,9,False,True,False
0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9,False,True,False
0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9,False,False,True
0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9,True,False,False
0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9,True,False,False
0.51,0.37,0.21,1.183,0.508,0.292,0.343,9,True,False,False
0.28,0.205,0.08,0.127,0.052,0.039,0.042,9,False,True,False
0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9,False,False,True
0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9,True,False,False
0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9,True,False,False
0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9,False,True,False
0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9,False,False,True
0.57,0.45,0.14,0.795,0.3385,0.148,0.245,9,False,False,True
0.605,0.475,0.165,1.056,0.433,0.2195,0.357,9,True,False,False
0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9,True,False,False
0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9,True,False,False
0.51,0.4,0.145,0.5775,0.231,0.143,0.177,9,False,True,False
0.55,0.435,0.125,0.741,0.348,0.1585,0.206,9,False,True,False
0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9,False,False,True
0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,9,True,False,False
0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9,False,False,True
0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9,False,False,True
0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9,False,True,False
0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,9,True,False,False
0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,9,False,False,True
0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9,False,True,False
0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9,False,False,True
0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9,False,False,True
0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,9,False,True,False
0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9,True,False,False
0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9,False,False,True
0.575,0.455,0.16,0.9895,0.495,0.195,0.246,9,False,True,False
0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9,False,True,False
0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9,False,False,True
0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225,9,True,False,False
0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9,False,False,True
0.485,0.345,0.16,0.869,0.3085,0.185,0.319,9,False,True,False
0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,9,False,False,True
0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9,False,True,False
0.615,0.495,0.155,1.0805,0.52,0.19,0.32,9,True,False,False
0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9,True,False,False
0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9,False,False,True
0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9,False,False,True
0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9,False,True,False
0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9,False,False,True
0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9,False,True,False
0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9,False,False,True
0.57,0.44,0.19,1.018,0.447,0.207,0.265,9,True,False,False
0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,9,False,False,True
0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,9,False,True,False
0.505,0.395,0.125,0.635,0.29,0.1555,0.175,9,False,False,True
0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,9,False,True,False
0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9,True,False,False
0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9,True,False,False
0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9,True,False,False
0.505,0.405,0.11,0.625,0.305,0.16,0.175,9,False,False,True
0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9,True,False,False
0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9,True,False,False
0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,9,False,False,True
0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9,False,True,False
0.485,0.355,0.12,0.5085,0.21,0.122,0.135,9,False,True,False
0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,9,False,True,False
0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,9,True,False,False
0.41,0.3,0.1,0.301,0.124,0.069,0.09,9,False,False,True
0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,9,True,False,False
0.465,0.36,0.105,0.452,0.22,0.159,0.1035,9,False,True,False
0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9,True,False,False
0.605,0.475,0.175,1.076,0.463,0.2195,0.335,9,True,False,False
0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9,True,False,False
0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9,True,False,False
0.605,0.485,0.16,1.201,0.417,0.2875,0.38,9,True,False,False
0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,9,False,True,False
0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9,True,False,False
0.525,0.42,0.16,0.756,0.2745,0.173,0.275,9,True,False,False
0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9,False,False,True
0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,9,False,True,False
0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9,True,False,False
0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,9,True,False,False
0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9,False,False,True
0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,9,False,False,True
0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,9,False,False,True
0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9,False,False,True
0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9,False,True,False
0.675,0.525,0.17,1.711,0.8365,0.352,0.475,9,True,False,False
0.475,0.375,0.11,0.456,0.182,0.099,0.16,9,False,True,False
0.59,0.45,0.16,0.998,0.445,0.214,0.301,9,False,False,True
0.505,0.385,0.125,0.596,0.245,0.097,0.21,9,False,True,False
0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9,False,True,False
0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9,False,True,False
0.565,0.45,0.16,0.895,0.415,0.195,0.246,9,False,False,True
0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9,True,False,False
0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9,True,False,False
0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9,False,False,True
0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,9,True,False,False
0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,9,False,False,True
0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,9,False,False,True
0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9,True,False,False
0.605,0.455,0.145,0.862,0.334,0.1985,0.3,9,True,False,False
0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9,True,False,False
0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,9,True,False,False
0.62,0.49,0.15,1.195,0.4605,0.302,0.355,9,False,False,True
0.65,0.495,0.16,1.3105,0.577,0.3315,0.355,9,True,False,False
0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9,True,False,False
0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9,False,False,True
