length,diameter,height,wholeweight,shuckedweight,visceraweight,shellweight,class,F,I,M
0.43,0.34,0.0,0.428,0.2065,0.086,0.115,8,False,True,False
0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,10,True,False,False
0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,10,True,False,False
0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,11,True,False,False
0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6,True,False,False
0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11,False,False,True
0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8,False,True,False
0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13,False,False,True
0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19,False,True,False
0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10,True,False,False
0.345,0.25,0.09,0.203,0.078,0.059,0.055,6,True,False,False
0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17,True,False,False
0.605,0.49,0.165,1.1245,0.492,0.222,0.3555,11,False,False,True
0.64,0.54,0.175,1.571,0.627,0.271,0.475,18,True,False,False
0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15,False,False,True
0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11,True,False,False
0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12,True,False,False
0.495,0.375,0.115,0.507,0.241,0.103,0.15,8,False,True,False
0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9,False,True,False
0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,11,False,True,False
0.525,0.41,0.15,0.708,0.274,0.151,0.25,12,True,False,False
0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,7,False,True,False
0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10,False,False,True
0.495,0.39,0.15,0.853,0.3285,0.189,0.27,14,False,False,True
0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7,False,True,False
0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,12,False,False,True
0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4,False,True,False
0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6,False,True,False
0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9,True,False,False
0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6,False,True,False
0.61,0.485,0.17,1.281,0.597,0.3035,0.33,9,False,False,True
0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,9,True,False,False
0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16,True,False,False
0.69,0.54,0.185,1.6195,0.533,0.353,0.555,24,False,False,True
0.385,0.265,0.08,0.251,0.124,0.037,0.07,6,False,True,False
0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9,False,False,True
0.31,0.225,0.08,0.1345,0.054,0.024,0.05,7,False,False,True
0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9,False,True,False
0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12,True,False,False
0.595,0.475,0.17,1.0965,0.419,0.229,0.35,17,False,False,True
0.475,0.365,0.115,0.499,0.232,0.0885,0.156,10,False,True,False
0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9,False,True,False
0.47,0.37,0.12,0.5795,0.293,0.227,0.14,9,False,False,True
0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10,False,False,True
0.5,0.38,0.11,0.5605,0.28,0.106,0.15,9,False,True,False
0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,11,False,False,True
0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,12,False,True,False
0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9,False,True,False
0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6,False,True,False
0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9,False,False,True
0.57,0.42,0.155,1.008,0.377,0.193,0.34,13,False,False,True
0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11,False,False,True
0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8,False,False,True
0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9,False,False,True
0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9,False,False,True
0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,8,False,False,True
0.545,0.41,0.14,0.625,0.223,0.16,0.235,13,False,False,True
0.54,0.425,0.14,0.742,0.32,0.1395,0.25,9,False,True,False
0.35,0.26,0.095,0.211,0.086,0.056,0.068,7,False,True,False
0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10,False,False,True
0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,13,False,False,True
0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8,True,False,False
0.66,0.485,0.155,1.2275,0.61,0.274,0.3,8,False,False,True
0.495,0.375,0.115,0.6245,0.282,0.143,0.155,6,False,False,True
0.72,0.565,0.2,1.787,0.718,0.385,0.529,11,False,False,True
0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,9,True,False,False
0.55,0.425,0.135,0.8515,0.362,0.196,0.27,14,True,False,False
0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7,False,True,False
0.26,0.215,0.08,0.099,0.037,0.0255,0.045,5,False,True,False
0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9,True,False,False
0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12,False,True,False
0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,10,False,False,True
0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11,False,False,True
0.31,0.225,0.08,0.1345,0.054,0.024,0.05,7,False,False,True
0.55,0.435,0.16,0.906,0.342,0.219,0.295,13,False,False,True
0.36,0.27,0.095,0.2,0.073,0.056,0.061,8,False,True,False
0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7,False,True,False
0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,6,False,True,False
0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12,True,False,False
0.505,0.41,0.125,0.642,0.289,0.133,0.155,9,False,False,True
0.415,0.345,0.135,0.3865,0.128,0.07,0.148,13,False,False,True
0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,10,True,False,False
0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15,False,False,True
0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9,False,False,True
0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12,False,False,True
0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,8,False,True,False
0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10,False,False,True
0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12,False,True,False
0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,11,False,True,False
0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10,False,False,True
0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10,False,False,True
0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,11,False,False,True
0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14,True,False,False
0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13,True,False,False
0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,8,False,False,True
0.54,0.435,0.175,0.892,0.322,0.174,0.335,13,True,False,False
0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7,False,False,True
0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4,False,False,True
0.48,0.35,0.105,0.635,0.352,0.127,0.135,6,False,True,False
0.49,0.37,0.115,0.541,0.171,0.1175,0.185,11,True,False,False
0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11,False,False,True
0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,5,False,True,False
0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13,False,False,True
0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11,True,False,False
0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7,True,False,False
0.63,0.515,0.165,1.352,0.488,0.349,0.45,20,False,False,True
0.65,0.505,0.19,1.274,0.59,0.23,0.391,11,False,False,True
0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11,True,False,False
0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11,False,False,True
0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10,True,False,False
0.735,0.59,0.205,2.087,0.909,0.474,0.625,12,False,False,True
0.6,0.5,0.17,1.13,0.4405,0.267,0.335,11,True,False,False
0.53,0.41,0.165,0.732,0.189,0.17,0.31,11,False,False,True
0.485,0.375,0.11,0.464,0.2015,0.09,0.149,8,False,True,False
0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11,False,False,True
0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12,True,False,False
0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10,False,True,False
0.605,0.475,0.18,0.9365,0.394,0.219,0.295,15,False,False,True
0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10,False,False,True
0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6,False,True,False
0.55,0.405,0.15,0.9235,0.412,0.2135,0.24,7,False,False,True
0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14,True,False,False
0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11,True,False,False
0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9,True,False,False
0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12,True,False,False
0.555,0.42,0.14,0.868,0.33,0.243,0.21,13,True,False,False
0.245,0.18,0.065,0.071,0.03,0.013,0.0215,4,False,True,False
0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,7,False,True,False
0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17,True,False,False
0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,8,False,True,False
0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9,False,False,True
0.37,0.28,0.085,0.198,0.0805,0.0455,0.058,5,False,True,False
0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11,True,False,False
0.58,0.455,0.195,1.859,0.945,0.426,0.441,9,False,False,True
0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8,True,False,False
0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9,True,False,False
0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,9,True,False,False
0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19,True,False,False
0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11,False,False,True
0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9,True,False,False
0.525,0.4,0.145,0.6095,0.248,0.159,0.175,9,False,True,False
0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,11,False,False,True
0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,10,False,True,False
0.52,0.415,0.175,0.753,0.258,0.171,0.255,8,False,False,True
0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9,False,False,True
0.575,0.435,0.14,0.8455,0.401,0.191,0.222,9,False,False,True
0.52,0.415,0.175,0.753,0.258,0.171,0.255,8,False,False,True
0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10,False,False,True
0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6,False,True,False
0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12,False,False,True
0.56,0.45,0.14,0.9,0.472,0.182,0.218,7,False,False,True
0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11,False,False,True
0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,12,False,False,True
0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11,True,False,False
0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12,True,False,False
0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9,False,False,True
0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6,True,False,False
0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,8,False,True,False
0.26,0.215,0.08,0.099,0.037,0.0255,0.045,5,False,True,False
0.52,0.465,0.15,0.9505,0.456,0.199,0.255,8,False,False,True
0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,12,False,True,False
0.71,0.54,0.165,1.959,0.7665,0.261,0.78,18,False,False,True
0.5,0.38,0.125,0.577,0.269,0.1265,0.1535,9,False,False,True
0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12,True,False,False
0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13,True,False,False
0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,8,False,True,False
0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8,False,False,True
0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11,True,False,False
0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13,False,False,True
0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,14,False,False,True
0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,7,False,True,False
0.545,0.42,0.125,0.717,0.358,0.112,0.22,8,False,True,False
0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6,False,False,True
0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4,False,True,False
0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9,True,False,False
0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8,False,True,False
0.505,0.4,0.15,0.775,0.3445,0.157,0.185,7,False,False,True
0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9,True,False,False
0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11,False,True,False
0.47,0.375,0.125,0.5225,0.2265,0.104,0.162,8,False,True,False
0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9,False,False,True
0.47,0.37,0.13,0.5225,0.201,0.133,0.165,7,False,False,True
0.65,0.515,0.215,1.498,0.564,0.323,0.425,16,True,False,False
0.5,0.4,0.13,0.6645,0.258,0.133,0.24,12,False,False,True
0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10,False,False,True
0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5,False,True,False
0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8,True,False,False
0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11,False,False,True
0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7,False,True,False
0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,10,False,False,True
0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9,False,False,True
0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9,True,False,False
0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12,True,False,False
0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8,False,False,True
0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8,False,False,True
0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12,False,False,True
0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9,True,False,False
0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16,True,False,False
0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,8,False,True,False
0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14,False,False,True
0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6,False,True,False
